time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2021/03/21/17:50:04.503610,1765,1616316604,503432035,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.513606,1766,1616316604,513433933,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.523643,1767,1616316604,523463964,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.533632,1768,1616316604,533436059,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.543616,1769,1616316604,543437004,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.553600,1770,1616316604,553440093,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.563629,1771,1616316604,563457965,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.573668,1772,1616316604,573497056,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.583636,1773,1616316604,583441019,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.593637,1774,1616316604,593444108,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.603650,1775,1616316604,603435993,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
